,ANO,COD_MUN,HOMICIDIOS,NOM_MUN,POPULACAO,TAXA_HOMICIDIO
1,2010,250040,7,Alagoa Nova,19681.0,35.57
2,2010,250050,1,Alagoinha,13576.0,7.37
3,2010,250053,1,Alcantil,5239.0,19.09
4,2010,250057,1,Algodão de Jandaíra,2366.0,42.27
5,2010,250060,8,Alhandra,18007.0,44.43
6,2010,250070,1,São João do Rio do Peixe,18201.0,5.49
7,2010,250073,1,Amparo,2088.0,47.89
8,2010,250080,1,Araçagi,17224.0,5.81
9,2010,250090,3,Arara,12653.0,23.71
10,2010,250100,1,Araruna,18879.0,5.3
11,2010,250110,4,Areia,23829.0,16.79
12,2010,250115,1,Areia de Baraúnas,1927.0,51.89
13,2010,250130,3,Aroeiras,19082.0,15.72
14,2010,250140,1,Baía da Traição,8012.0,12.48
15,2010,250150,6,Bananeiras,21851.0,27.46
16,2010,250157,3,Barra de Santana,8206.0,36.56
17,2010,250160,4,Barra de Santa Rosa,14157.0,28.25
18,2010,250180,56,Bayeux,99716.0,56.16
19,2010,250240,1,Bonito de Santa Fé,10804.0,9.26
20,2010,250250,8,Boqueirão,16888.0,47.37
21,2010,250280,6,Brejo do Cruz,13123.0,45.72
22,2010,250290,5,Brejo dos Santos,6198.0,80.67
23,2010,250300,9,Caaporã,20362.0,44.2
24,2010,250320,54,Cabedelo,57944.0,93.19
25,2010,250330,1,Cachoeira dos Índios,9546.0,10.48
26,2010,250350,1,Cacimba de Dentro,16748.0,5.97
27,2010,250355,1,Cacimbas,6814.0,14.68
28,2010,250370,6,Cajazeiras,58446.0,10.27
29,2010,250400,215,Campina Grande,385213.0,55.81
30,2010,250403,1,Capim,5601.0,17.85
31,2010,250415,1,Casserengue,7058.0,14.17
32,2010,250430,5,Catolé do Rocha,28759.0,17.39
33,2010,250440,2,Conceição,18363.0,10.89
34,2010,250460,12,Conde,21400.0,56.07
35,2010,250470,2,Congo,4687.0,42.67
36,2010,250480,1,Coremas,15149.0,6.6
37,2010,250500,1,Cubati,6866.0,14.56
38,2010,250510,1,Cuité,19978.0,5.01
39,2010,250520,1,Cuitegi,6889.0,14.52
40,2010,250530,4,Curral Velho,2505.0,159.68
41,2010,250540,1,Desterro,7991.0,12.51
42,2010,250570,1,Dona Inês,10517.0,9.51
43,2010,250600,4,Esperança,31095.0,12.86
44,2010,250610,1,Fagundes,11405.0,8.77
45,2010,250625,2,Gado Bravo,8376.0,23.88
46,2010,250630,14,Guarabira,55326.0,25.3
47,2010,250640,1,Gurinhém,13872.0,7.21
48,2010,250660,4,Ibiara,6031.0,66.32
49,2010,250680,2,Ingá,18180.0,11.0
50,2010,250690,4,Itabaiana,24481.0,16.34
51,2010,250700,3,Itaporanga,23192.0,12.94
52,2010,250710,3,Itapororoca,16997.0,17.65
53,2010,250720,1,Itatuba,10201.0,9.8
54,2010,250730,1,Jacaraú,13942.0,7.17
55,2010,250740,2,Jericó,7538.0,26.53
56,2010,250750,556,João Pessoa,723515.0,76.85
57,2010,250770,2,Juazeirinho,16776.0,11.92
58,2010,250780,1,Junco do Seridó,6643.0,15.05
59,2010,250820,1,Lagoa de Dentro,7370.0,13.57
60,2010,250830,6,Lagoa Seca,25900.0,23.17
61,2010,250850,1,Livramento,7164.0,13.96
62,2010,250860,7,Lucena,11730.0,59.68
63,2010,250890,10,Mamanguape,42303.0,23.64
64,2010,250900,2,Manaíra,10759.0,18.59
65,2010,250910,5,Mari,21176.0,23.61
66,2010,250920,1,Massaranduba,12902.0,7.75
67,2010,250930,1,Mataraca,7407.0,13.5
68,2010,250940,2,Mogeiro,12491.0,16.01
69,2010,250970,2,Monteiro,30852.0,6.48
70,2010,250980,3,Mulungu,9469.0,31.68
71,2010,250990,2,Natuba,10566.0,18.93
72,2010,251010,1,Nova Floresta,10533.0,9.49
73,2010,251020,1,Nova Olinda,6070.0,16.47
74,2010,251040,3,Olho d'Água,6931.0,43.28
75,2010,251080,48,Patos,100674.0,47.68
76,2010,251090,2,Paulista,11788.0,16.97
77,2010,251120,10,Pedras de Fogo,27032.0,36.99
78,2010,251150,2,Pilar,11191.0,17.87
79,2010,251160,1,Pilões,6978.0,14.33
80,2010,251180,2,Pirpirituba,10326.0,19.37
81,2010,251190,6,Pitimbu,17024.0,35.24
82,2010,251200,3,Pocinhos,17032.0,17.61
83,2010,251210,2,Pombal,32110.0,6.23
84,2010,251230,2,Princesa Isabel,21283.0,9.4
85,2010,251240,3,Puxinanã,12923.0,23.21
86,2010,251250,7,Queimadas,41049.0,17.05
87,2010,251270,2,Remígio,17581.0,11.38
88,2010,251274,1,Riachão,3266.0,30.62
89,2010,251280,1,Riacho dos Cavalos,8314.0,12.03
90,2010,251290,5,Rio Tinto,22976.0,21.76
91,2010,251310,1,Salgado de São Félix,11976.0,8.35
92,2010,251315,1,Santa Cecília,6658.0,15.02
93,2010,251330,1,Santa Helena,5369.0,18.63
94,2010,251335,2,Santa Inês,3539.0,56.51
95,2010,251350,2,Santana de Mangueira,5331.0,37.52
96,2010,251360,1,Santana dos Garrotes,7266.0,13.76
97,2010,251370,74,Santa Rita,120310.0,61.51
98,2010,251380,2,Santa Teresinha,4581.0,43.66
99,2010,251390,12,São Bento,30879.0,38.86
100,2010,251410,2,São João do Tigre,4396.0,45.5
101,2010,251440,1,São José de Espinharas,4760.0,21.01
102,2010,251445,1,São José dos Ramos,5508.0,18.16
103,2010,251450,1,São José de Piranhas,19096.0,5.24
104,2010,251455,1,São José de Princesa,4219.0,23.7
105,2010,251460,1,São José do Bonfim,3233.0,30.93
106,2010,251480,1,São José dos Cordeiros,3985.0,25.09
107,2010,251490,1,São Mamede,7748.0,12.91
108,2010,251510,6,São Sebastião de Lagoa de Roça,11041.0,54.34
109,2010,251530,13,Sapé,50143.0,25.93
110,2010,251550,2,Serra Branca,12973.0,15.42
111,2010,251610,1,Soledade,13739.0,7.28
112,2010,251620,4,Sousa,65803.0,6.08
113,2010,251640,2,Tacima,10262.0,19.49
114,2010,251650,2,Taperoá,14936.0,13.39
115,2010,251660,1,Tavares,14103.0,7.09
116,2010,251670,5,Teixeira,14153.0,35.33
117,2010,251690,1,Uiraúna,14584.0,6.86
118,2010,251700,5,Umbuzeiro,9298.0,53.78
119,2011,250010,1,Água Branca,9531.0,10.49
120,2011,250030,2,Alagoa Grande,28426.0,7.04
121,2011,250040,4,Alagoa Nova,19766.0,20.24
122,2011,250050,2,Alagoinha,13659.0,14.64
123,2011,250060,8,Alhandra,18168.0,44.03
124,2011,250077,1,Aparecida,7755.0,12.89
125,2011,250080,1,Araçagi,17157.0,5.83
126,2011,250090,3,Arara,12738.0,23.55
127,2011,250100,3,Araruna,19054.0,15.74
128,2011,250110,2,Areia,23652.0,8.46
129,2011,250130,5,Aroeiras,19048.0,26.25
130,2011,250140,3,Baía da Traição,8129.0,36.9
131,2011,250150,3,Bananeiras,21801.0,13.76
132,2011,250153,1,Baraúna,4301.0,23.25
133,2011,250157,1,Barra de Santana,8198.0,12.2
134,2011,250170,1,Barra de São Miguel,5645.0,17.71
135,2011,250180,50,Bayeux,100136.0,49.93
136,2011,250190,3,Belém,17130.0,17.51
137,2011,250200,1,Belém do Brejo do Cruz,7153.0,13.98
138,2011,250220,1,Bom Jesus,2416.0,41.39
139,2011,250250,2,Boqueirão,16966.0,11.79
140,2011,250280,4,Brejo do Cruz,13219.0,30.26
141,2011,250290,3,Brejo dos Santos,6217.0,48.25
142,2011,250300,3,Caaporã,20509.0,14.63
143,2011,250320,69,Cabedelo,59104.0,116.74
144,2011,250350,3,Cacimba de Dentro,16743.0,17.92
145,2011,250360,4,Caiçara,7212.0,55.46
146,2011,250370,2,Cajazeiras,58793.0,3.4
147,2011,250380,1,Caldas Brandão,5674.0,17.62
148,2011,250390,1,Camalaú,5771.0,17.33
149,2011,250400,195,Campina Grande,387643.0,50.3
150,2011,250403,2,Capim,5710.0,35.03
151,2011,250415,2,Casserengue,7096.0,28.18
152,2011,250430,12,Catolé do Rocha,28922.0,41.49
153,2011,250435,1,Caturité,4571.0,21.88
154,2011,250440,2,Conceição,18396.0,10.87
155,2011,250450,1,Condado,6591.0,15.17
156,2011,250460,20,Conde,21783.0,91.81
157,2011,250480,3,Coremas,15150.0,19.8
158,2011,250490,5,Cruz do Espírito Santo,16157.0,30.95
159,2011,250510,2,Cuité,19980.0,10.01
160,2011,250520,1,Cuitegi,6861.0,14.58
161,2011,250527,1,Curral de Cima,5200.0,19.23
162,2011,250540,2,Desterro,8013.0,24.96
163,2011,250560,1,Diamante,6593.0,15.17
164,2011,250570,1,Dona Inês,10476.0,9.55
165,2011,250580,1,Duas Estradas,3624.0,27.59
166,2011,250600,2,Esperança,31320.0,6.39
167,2011,250610,2,Fagundes,11368.0,17.59
168,2011,250630,19,Guarabira,55657.0,34.14
169,2011,250640,4,Gurinhém,13875.0,28.83
170,2011,250680,3,Ingá,18234.0,16.45
171,2011,250690,7,Itabaiana,24425.0,28.66
172,2011,250700,2,Itaporanga,23351.0,8.56
173,2011,250710,3,Itapororoca,17178.0,17.46
174,2011,250730,3,Jacaraú,13967.0,21.48
175,2011,250750,623,João Pessoa,733154.0,84.98
176,2011,250760,1,Juarez Távora,7505.0,13.32
177,2011,250770,4,Juazeirinho,16922.0,23.64
178,2011,250790,1,Juripiranga,10282.0,9.73
179,2011,250800,1,Juru,9809.0,10.19
180,2011,250830,10,Lagoa Seca,26034.0,38.41
181,2011,250850,1,Livramento,7176.0,13.94
182,2011,250860,5,Lucena,11882.0,42.08
183,2011,250870,1,Mãe d'Água,4009.0,24.94
184,2011,250880,1,Malta,5607.0,17.83
185,2011,250890,14,Mamanguape,42602.0,32.86
186,2011,250900,1,Manaíra,10781.0,9.28
187,2011,250905,2,Marcação,7717.0,25.92
188,2011,250910,18,Mari,21215.0,84.85
189,2011,250920,1,Massaranduba,12994.0,7.7
190,2011,250930,1,Mataraca,7526.0,13.29
191,2011,250933,1,Matinhas,4339.0,23.05
192,2011,250939,2,Maturéia,6009.0,33.28
193,2011,250940,1,Mogeiro,12468.0,8.02
194,2011,250950,2,Montadas,5068.0,39.46
195,2011,250970,5,Monteiro,31095.0,16.08
196,2011,250980,2,Mulungu,9506.0,21.04
197,2011,250990,3,Natuba,10566.0,28.39
198,2011,251010,6,Nova Floresta,10523.0,57.02
199,2011,251030,1,Nova Palmeira,4421.0,22.62
200,2011,251060,1,Ouro Velho,2936.0,34.06
201,2011,251065,1,Parari,1242.0,80.52
202,2011,251070,2,Passagem,2252.0,88.81
203,2011,251080,59,Patos,101358.0,58.21
204,2011,251120,12,Pedras de Fogo,27389.0,43.81
205,2011,251130,4,Piancó,15511.0,25.79
206,2011,251140,2,Picuí,18247.0,10.96
207,2011,251150,2,Pilar,11261.0,17.76
208,2011,251160,1,Pilões,6915.0,14.46
209,2011,251170,1,Pilõezinhos,5134.0,19.48
210,2011,251180,4,Pirpirituba,10336.0,38.7
211,2011,251190,10,Pitimbu,17262.0,57.93
212,2011,251200,3,Pocinhos,17197.0,17.44
213,2011,251210,5,Pombal,32122.0,15.57
214,2011,251230,4,Princesa Isabel,21517.0,18.59
215,2011,251240,5,Puxinanã,12995.0,38.48
216,2011,251250,8,Queimadas,41297.0,19.37
217,2011,251270,2,Remígio,17786.0,11.24
218,2011,251272,1,Pedro Régis,5795.0,17.26
219,2011,251275,2,Riachão do Bacamarte,4288.0,46.64
220,2011,251280,2,Riacho dos Cavalos,8333.0,24.0
221,2011,251290,8,Rio Tinto,23027.0,34.74
222,2011,251320,1,Santa Cruz,6471.0,15.45
223,2011,251330,1,Santa Helena,5352.0,18.68
224,2011,251370,110,Santa Rita,121166.0,90.78
225,2011,251390,15,São Bento,31236.0,48.02
226,2011,251410,1,São João do Tigre,4389.0,22.78
227,2011,251420,1,São José da Lagoa Tapada,7562.0,13.22
228,2011,251440,1,São José de Espinharas,4733.0,21.13
229,2011,251445,1,São José dos Ramos,5555.0,18.0
230,2011,251450,1,São José de Piranhas,19190.0,5.21
231,2011,251460,1,São José do Bonfim,3268.0,30.6
232,2011,251480,3,São José dos Cordeiros,3973.0,75.51
233,2011,251490,1,São Mamede,7727.0,12.94
234,2011,251500,2,São Miguel de Taipu,6743.0,29.66
235,2011,251510,5,São Sebastião de Lagoa de Roça,11119.0,44.97
236,2011,251530,23,Sapé,50357.0,45.67
237,2011,251540,2,Seridó,10316.0,19.39
238,2011,251550,3,Serra Branca,13038.0,23.01
239,2011,251560,1,Serra da Raiz,3186.0,31.39
240,2011,251590,1,Serraria,6206.0,16.11
241,2011,251597,1,Sobrado,7410.0,13.5
242,2011,251600,1,Solânea,26505.0,3.77
243,2011,251620,13,Sousa,66135.0,19.66
244,2011,251630,2,Sumé,16139.0,12.39
245,2011,251650,2,Taperoá,15015.0,13.32
246,2011,251660,1,Tavares,14143.0,7.07
247,2011,251670,3,Teixeira,14254.0,21.05
248,2011,251690,3,Uiraúna,14653.0,20.47
249,2011,251700,1,Umbuzeiro,9306.0,10.75
250,2011,251720,1,Vieirópolis,5074.0,19.71
252,2012,250030,4,Alagoa Grande,28375.0,14.1
253,2012,250040,3,Alagoa Nova,19849.0,15.11
254,2012,250053,1,Alcantil,5282.0,18.93
255,2012,250060,7,Alhandra,18324.0,38.2
256,2012,250070,1,São João do Rio do Peixe,17646.0,5.67
257,2012,250080,2,Araçagi,17093.0,11.7
258,2012,250090,2,Arara,12820.0,15.6
259,2012,250100,1,Araruna,19076.0,5.24
260,2012,250110,3,Areia,23391.0,12.83
261,2012,250130,4,Aroeiras,19016.0,21.03
262,2012,250140,1,Baía da Traição,8243.0,12.13
263,2012,250150,6,Bananeiras,21753.0,27.58
264,2012,250153,1,Baraúna,4379.0,22.84
265,2012,250160,1,Barra de Santa Rosa,14413.0,6.94
266,2012,250180,44,Bayeux,100543.0,43.76
267,2012,250190,4,Belém,17167.0,23.3
268,2012,250200,2,Belém do Brejo do Cruz,7163.0,27.92
269,2012,250215,1,Boa Vista,6415.0,15.59
270,2012,250230,1,Bom Sucesso,4998.0,20.01
271,2012,250240,1,Bonito de Santa Fé,11042.0,9.06
272,2012,250250,4,Boqueirão,17043.0,23.47
273,2012,250270,2,Borborema,5169.0,38.69
274,2012,250280,7,Brejo do Cruz,13313.0,52.58
275,2012,250290,1,Brejo dos Santos,6236.0,16.04
276,2012,250300,6,Caaporã,20653.0,29.05
277,2012,250320,49,Cabedelo,60226.0,81.36
278,2012,250350,1,Cacimba de Dentro,16885.0,5.92
279,2012,250370,4,Cajazeiras,59130.0,6.76
280,2012,250375,1,Cajazeirinhas,3061.0,32.67
281,2012,250380,1,Caldas Brandão,5710.0,17.51
282,2012,250390,3,Camalaú,5793.0,51.79
283,2012,250400,200,Campina Grande,389995.0,51.28
284,2012,250403,1,Capim,5816.0,17.19
285,2012,250407,1,Caraúbas,3951.0,25.31
286,2012,250415,1,Casserengue,7132.0,14.02
287,2012,250420,2,Catingueira,4822.0,41.48
288,2012,250430,4,Catolé do Rocha,29079.0,13.76
289,2012,250435,1,Caturité,4598.0,21.75
290,2012,250440,1,Conceição,18429.0,5.43
291,2012,250450,2,Condado,6598.0,30.31
292,2012,250460,20,Conde,22154.0,90.28
293,2012,250480,4,Coremas,15152.0,26.4
294,2012,250485,1,Coxixola,1802.0,55.49
295,2012,250490,3,Cruz do Espírito Santo,16317.0,18.39
296,2012,250500,1,Cubati,6939.0,14.41
297,2012,250510,1,Cuité,19983.0,5.0
298,2012,250520,1,Cuitegi,6834.0,14.63
299,2012,250540,1,Desterro,8035.0,12.45
300,2012,250550,1,Vista Serrana,3572.0,28.0
301,2012,250570,2,Dona Inês,10438.0,19.16
302,2012,250600,4,Esperança,31538.0,12.68
303,2012,250610,2,Fagundes,11332.0,17.65
304,2012,250630,18,Guarabira,55977.0,32.16
305,2012,250640,1,Gurinhém,13877.0,7.21
306,2012,250670,1,Imaculada,11423.0,8.75
307,2012,250680,5,Ingá,17555.0,28.48
308,2012,250690,3,Itabaiana,24372.0,12.31
309,2012,250700,4,Itaporanga,23505.0,17.02
310,2012,250710,1,Itapororoca,17354.0,5.76
311,2012,250750,553,João Pessoa,742478.0,74.48
312,2012,250760,4,Juarez Távora,7550.0,52.98
313,2012,250780,1,Junco do Seridó,6745.0,14.83
314,2012,250790,2,Juripiranga,10327.0,19.37
315,2012,250800,1,Juru,9793.0,10.21
316,2012,250820,1,Lagoa de Dentro,7413.0,13.49
317,2012,250830,7,Lagoa Seca,26164.0,26.75
318,2012,250860,6,Lucena,12029.0,49.88
319,2012,250870,2,Mãe d'Água,3999.0,50.01
320,2012,250890,13,Mamanguape,42537.0,30.56
321,2012,250900,3,Manaíra,10803.0,27.77
322,2012,250905,4,Marcação,7822.0,51.14
323,2012,250910,18,Mari,21254.0,84.69
324,2012,250915,1,Marizópolis,6257.0,15.98
325,2012,250920,3,Massaranduba,13084.0,22.93
326,2012,250930,1,Mataraca,7641.0,13.09
327,2012,250933,1,Matinhas,4357.0,22.95
328,2012,250940,1,Mogeiro,13178.0,7.59
329,2012,250950,1,Montadas,5145.0,19.44
330,2012,250970,4,Monteiro,31330.0,12.77
331,2012,250980,1,Mulungu,9542.0,10.48
332,2012,250990,1,Natuba,10278.0,9.73
333,2012,251010,3,Nova Floresta,10514.0,28.53
334,2012,251030,1,Nova Palmeira,4480.0,22.32
335,2012,251060,2,Ouro Velho,2944.0,67.93
336,2012,251080,75,Patos,102020.0,73.51
337,2012,251110,2,Pedra Lavrada,7605.0,26.3
338,2012,251120,5,Pedras de Fogo,27479.0,18.2
339,2012,251130,1,Piancó,15555.0,6.43
340,2012,251140,1,Picuí,18272.0,5.47
341,2012,251150,2,Pilar,11330.0,17.65
342,2012,251170,1,Pilõezinhos,5114.0,19.55
343,2012,251180,1,Pirpirituba,10346.0,9.67
344,2012,251190,3,Pitimbu,17492.0,17.15
345,2012,251200,4,Pocinhos,17357.0,23.05
346,2012,251203,1,Poço Dantas,3740.0,26.74
347,2012,251210,2,Pombal,32134.0,6.22
348,2012,251220,1,Prata,3919.0,25.52
349,2012,251230,3,Princesa Isabel,21744.0,13.8
350,2012,251240,3,Puxinanã,13066.0,22.96
351,2012,251250,5,Queimadas,41538.0,12.04
352,2012,251270,3,Remígio,18075.0,16.6
353,2012,251274,1,Riachão,3338.0,29.96
354,2012,251276,1,Riachão do Poço,4235.0,23.61
355,2012,251290,10,Rio Tinto,23431.0,42.68
356,2012,251310,1,Salgado de São Félix,11966.0,8.36
357,2012,251335,1,Santa Inês,3538.0,28.26
358,2012,251340,1,Santa Luzia,14826.0,6.74
359,2012,251350,2,Santana de Mangueira,5265.0,37.99
360,2012,251360,1,Santana dos Garrotes,7173.0,13.94
361,2012,251370,129,Santa Rita,121994.0,105.74
362,2012,251390,12,São Bento,31582.0,38.0
363,2012,251410,1,São João do Tigre,4384.0,22.81
364,2012,251445,1,São José dos Ramos,5600.0,17.86
365,2012,251450,1,São José de Piranhas,19281.0,5.19
366,2012,251480,1,São José dos Cordeiros,3709.0,26.96
367,2012,251500,4,São Miguel de Taipu,6789.0,58.92
368,2012,251510,3,São Sebastião de Lagoa de Roça,11195.0,26.8
369,2012,251520,1,São Sebastião do Umbuzeiro,3287.0,30.42
370,2012,251530,17,Sapé,50565.0,33.62
371,2012,251540,1,Seridó,10400.0,9.62
372,2012,251550,3,Serra Branca,13101.0,22.9
373,2012,251597,5,Sobrado,7447.0,67.14
374,2012,251600,5,Solânea,26323.0,18.99
375,2012,251610,2,Soledade,13993.0,14.29
376,2012,251620,9,Sousa,66457.0,13.54
377,2012,251630,4,Sumé,16215.0,24.67
378,2012,251640,1,Tacima ,10394.0,9.62
379,2012,251660,1,Tavares,14182.0,7.05
380,2012,251670,1,Teixeira,14352.0,6.97
381,2012,251680,1,Triunfo,9246.0,10.82
382,2012,251690,6,Uiraúna,14721.0,40.76
383,2012,251700,1,Umbuzeiro,9698.0,10.31
384,2012,251710,1,Várzea,2573.0,38.87
386,2013,250010,1,Água Branca,9893.0,10.11
387,2013,250030,8,Alagoa Grande,28733.0,27.84
388,2013,250040,7,Alagoa Nova,20294.0,34.49
389,2013,250050,4,Alagoinha,14088.0,28.39
390,2013,250053,1,Alcantil,5398.0,18.53
391,2013,250057,1,Algodão de Jandaíra,2446.0,40.88
392,2013,250060,12,Alhandra,18868.0,63.6
393,2013,250070,1,São João do Rio do Peixe,17917.0,5.58
394,2013,250073,1,Amparo,2176.0,45.96
395,2013,250077,1,Aparecida,8081.0,12.37
396,2013,250080,4,Araçagi,17252.0,23.19
397,2013,250090,7,Arara,13157.0,53.2
398,2013,250100,2,Araruna,19653.0,10.18
399,2013,250110,2,Areia,23472.0,8.52
400,2013,250120,1,Areial,6819.0,14.66
401,2013,250130,4,Aroeiras,19259.0,20.77
402,2013,250135,1,Assunção,3732.0,26.8
403,2013,250140,1,Baía da Traição,8561.0,11.68
404,2013,250150,2,Bananeiras,22012.0,9.09
405,2013,250160,1,Barra de Santa Rosa,14847.0,6.74
406,2013,250180,41,Bayeux,95196.0,43.07
407,2013,250190,4,Belém,17495.0,22.86
408,2013,250200,1,Belém do Brejo do Cruz,7291.0,13.72
409,2013,250240,1,Bonito de Santa Fé,11409.0,8.77
410,2013,250250,8,Boqueirão,17434.0,45.89
411,2013,250260,1,Igaracy,6210.0,16.1
412,2013,250270,1,Borborema,5297.0,18.88
413,2013,250280,11,Brejo do Cruz,13676.0,80.43
414,2013,250290,9,Brejo dos Santos,6364.0,141.42
415,2013,250300,5,Caaporã,21212.0,23.57
416,2013,250320,31,Cabedelo,63035.0,49.18
417,2013,250350,3,Cacimba de Dentro,17141.0,17.5
418,2013,250355,1,Cacimbas,7035.0,14.21
419,2013,250360,1,Caiçara,7304.0,13.69
420,2013,250370,9,Cajazeiras,60612.0,14.85
421,2013,250375,1,Cajazeirinhas,3131.0,31.94
422,2013,250380,1,Caldas Brandão,5859.0,17.07
423,2013,250400,222,Campina Grande,400002.0,55.5
424,2013,250403,4,Capim,6082.0,65.77
425,2013,250415,1,Casserengue,7304.0,13.69
426,2013,250430,4,Catolé do Rocha,29794.0,13.43
427,2013,250440,4,Conceição,18769.0,21.31
428,2013,250460,23,Conde,23115.0,99.5
429,2013,250470,2,Congo,4770.0,41.93
430,2013,250480,3,Coremas,15391.0,19.49
431,2013,250490,2,Cruz do Espírito Santo,16836.0,11.88
432,2013,250500,1,Cubati,7106.0,14.07
433,2013,250510,3,Cuité,20299.0,14.78
434,2013,250520,1,Cuitegi,6895.0,14.5
435,2013,250523,2,Cuité de Mamanguape,6321.0,31.64
436,2013,250530,1,Curral Velho,2529.0,39.54
437,2013,250540,1,Desterro,8196.0,12.2
438,2013,250560,1,Diamante,6636.0,15.07
439,2013,250570,3,Dona Inês,10535.0,28.48
440,2013,250590,1,Emas,3439.0,29.08
441,2013,250600,4,Esperança,32264.0,12.4
442,2013,250610,4,Fagundes,11449.0,34.94
443,2013,250625,1,Gado Bravo,8466.0,11.81
444,2013,250630,21,Guarabira,57383.0,36.6
445,2013,250640,4,Gurinhém,14098.0,28.37
446,2013,250670,1,Imaculada,11659.0,8.58
447,2013,250680,4,Ingá,17912.0,22.33
448,2013,250690,3,Itabaiana,24663.0,12.16
449,2013,250700,2,Itaporanga,24128.0,8.29
450,2013,250710,2,Itapororoca,17918.0,11.16
451,2013,250720,2,Itatuba,10590.0,18.89
452,2013,250730,3,Jacaraú,14248.0,21.06
453,2013,250750,549,João Pessoa,769607.0,71.34
454,2013,250760,3,Juarez Távora,7742.0,38.75
455,2013,250770,1,Juazeirinho,17565.0,5.69
456,2013,250790,1,Juripiranga,10560.0,9.47
457,2013,250800,1,Juru,9919.0,10.08
458,2013,250830,5,Lagoa Seca,26788.0,18.67
459,2013,250840,1,Lastro,2809.0,35.6
460,2013,250850,1,Livramento,7320.0,13.66
461,2013,250860,6,Lucena,12460.0,48.15
462,2013,250870,1,Mãe d'Água,4044.0,24.73
463,2013,250890,7,Mamanguape,43678.0,16.03
464,2013,250900,1,Manaíra,11007.0,9.09
465,2013,250910,11,Mari,21648.0,50.81
466,2013,250920,2,Massaranduba,13438.0,14.88
467,2013,250937,1,Mato Grosso,2821.0,35.45
468,2013,250950,3,Montadas,5351.0,56.06
469,2013,250960,1,Monte Horebe,4688.0,21.33
470,2013,250970,2,Monteiro,32211.0,6.21
471,2013,250980,5,Mulungu,9750.0,51.28
472,2013,250990,2,Natuba,10439.0,19.16
473,2013,251010,4,Nova Floresta,10661.0,37.52
474,2013,251040,1,Olho d'Água,6790.0,14.73
475,2013,251080,61,Patos,104716.0,58.25
476,2013,251090,2,Paulista,12117.0,16.51
477,2013,251100,2,Pedra Branca,3787.0,52.81
478,2013,251110,2,Pedra Lavrada,7830.0,25.54
479,2013,251120,4,Pedras de Fogo,28056.0,14.26
480,2013,251130,3,Piancó,15870.0,18.9
481,2013,251140,4,Picuí,18597.0,21.51
482,2013,251150,5,Pilar,11620.0,43.03
483,2013,251180,1,Pirpirituba,10523.0,9.5
484,2013,251190,10,Pitimbu,18148.0,55.1
485,2013,251200,4,Pocinhos,17894.0,22.35
486,2013,251210,13,Pombal,32654.0,39.81
487,2013,251220,1,Prata,4033.0,24.8
488,2013,251230,6,Princesa Isabel,22461.0,26.71
489,2013,251240,2,Puxinanã,13386.0,14.94
490,2013,251250,4,Queimadas,42586.0,9.39
491,2013,251270,3,Remígio,18686.0,16.05
492,2013,251276,2,Riachão do Poço,4359.0,45.88
493,2013,251280,3,Riacho dos Cavalos,8513.0,35.24
494,2013,251290,8,Rio Tinto,23883.0,33.5
495,2013,251340,2,Santa Luzia,15145.0,13.21
496,2013,251350,1,Santana de Mangueira,5292.0,18.9
497,2013,251370,124,Santa Rita,132871.0,93.32
498,2013,251390,17,São Bento,32651.0,52.07
499,2013,251392,1,São Bentinho,4355.0,22.96
500,2013,251394,1,São Domingos do Cariri,2522.0,39.65
501,2013,251410,2,São João do Tigre,4442.0,45.02
502,2013,251420,1,São José da Lagoa Tapada,7674.0,13.03
503,2013,251445,1,São José dos Ramos,5762.0,17.36
504,2013,251450,1,São José de Piranhas,19732.0,5.07
505,2013,251455,1,São José de Princesa,4077.0,24.53
506,2013,251480,1,São José dos Cordeiros,3749.0,26.67
507,2013,251490,1,São Mamede,7794.0,12.83
508,2013,251500,1,São Miguel de Taipu,6970.0,14.35
509,2013,251510,4,São Sebastião de Lagoa de Roça,11495.0,34.8
510,2013,251530,13,Sapé,51700.0,25.15
511,2013,251540,1,Seridó,10701.0,9.34
512,2013,251550,2,Serra Branca,13409.0,14.92
513,2013,251580,1,Serra Redonda,7089.0,14.11
514,2013,251590,1,Serraria,6218.0,16.08
515,2013,251593,1,Sertãozinho,4728.0,21.15
516,2013,251597,1,Sobrado,7623.0,13.12
517,2013,251600,10,Solânea,26431.0,37.83
518,2013,251610,5,Soledade,14418.0,34.68
519,2013,251615,1,Sossêgo,3376.0,29.62
520,2013,251620,10,Sousa,68030.0,14.7
521,2013,251650,1,Taperoá,15190.0,6.58
522,2013,251660,1,Tavares,14467.0,6.91
523,2013,251670,4,Teixeira,14739.0,27.14
524,2013,251690,2,Uiraúna,15062.0,13.28
525,2013,251700,3,Umbuzeiro,9862.0,30.42
527,2014,250030,3,Alagoa Grande,28689.0,10.46
528,2014,250040,5,Alagoa Nova,20399.0,24.51
529,2014,250050,3,Alagoinha,14188.0,21.14
530,2014,250053,1,Alcantil,5425.0,18.43
531,2014,250060,17,Alhandra,19057.0,89.21
532,2014,250080,3,Araçagi,17186.0,17.46
533,2014,250090,1,Arara,13258.0,7.54
534,2014,250100,5,Araruna,19855.0,25.18
535,2014,250110,3,Areia,23288.0,12.88
536,2014,250120,1,Areial,6860.0,14.58
537,2014,250130,6,Aroeiras,19231.0,31.2
